cas_number,compound_name,smiles,hmt_count,hmt_positive,hmt_result,human_positive,sensitization_human,llna_count,llna_positive,llna_result,hript_count,hript_positive,hript_result,gpmt_count,gpmt_result,dpra_count,dpra_mean,dpra_result,keratinosens_count,keratinosens_ec15,keratinosens_result,hclat_count,hclat_mean,hclat_result,usens_count,usens_cv70,usens_result,dpra_cys,dpra_lys,adra_nac,adra_nal,kdpra_log,hclat_ec200,hclat_cv75,usens_cv70_ssd,il8luc,irritation,irritation_viability_mean,corrosion,corrosion_ter_mean,human_test_count,human_reliability,dtxsid,irritation_viability_mean_exist,corrosion_ghs_score,has_sensitization,has_irritation,has_corrosion,endpoint_count,strat_key,has_nam_data,acute_dermal_ld50,acute_dermal_ld50_min,acute_dermal_ld50_max,acute_dermal_count,acute_dermal_ghs,has_acute_dermal,acute_dermal_source,acute_dermal_toxic,mol_weight,logp,tpsa,hbd,hba,num_rotatable_bonds,num_aromatic_rings,fraction_csp3
1210-39-5,"3,3-Diphenylacrylaldehyde",O=CC=C(C1=CC=CC=C1)C1=CC=CC=C1,,,,,,1.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTXSID2049210,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,208.26,3.317200000000001,17.07,0.0,1.0,3.0,2.0,0.0
1211-29-6,(-)-Methyl jasmonate,CCC=C/C[C@@H]1[C@@H](CC(=O)OC)CCC1=O,,,,False,0.0,,,,7.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.5,DTXSID3036731,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,224.29999999999995,2.501100000000001,43.370000000000005,0.0,3.0,5.0,0.0,0.6923076923076923
121225-98-7,"3,4-Epoxyclohexylethyl-cyclopolymethylsiloxane",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0_0_0,0.0,,,,,,0.0,,,,,,,,,,
121451-02-3,Noviflumuron,FC(C(F)(F)F)C(F)(F)OC1=C(Cl)C=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C(F)=C1Cl,,,,,,2.0,False,0.0,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,,,,DTXSID0034774,,,1.0,1.0,1.0,4.0,1_1_1,0.0,5000.0,5000.0,5000.0,2.0,5.0,1.0,,0.0,529.1420000000002,6.244600000000001,67.43,2.0,3.0,5.0,2.0,0.1764705882352941
121552-61-2,Cyprodinil,CC1=NC(NC2=CC=CC=C2)=NC(=C1)C1CC1,,,,,,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,,,,DTXSID1032359,,,0.0,1.0,1.0,3.0,0_1_1,0.0,2000.0,2000.0,2000.0,1.0,4.0,1.0,,0.0,225.295,3.4060200000000025,37.81,1.0,3.0,3.0,2.0,0.2857142857142857
122-00-9,p-Methylacetophenone,CC(=O)C1=CC=C(C)C=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID9044374,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,134.17799999999997,2.197620000000001,17.07,0.0,1.0,1.0,1.0,0.2222222222222222
122-03-2,4-Isopropylbenzaldehyde,CC(C)C1=CC=C(C=O)C=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID9021974,,,1.0,0.0,0.0,1.0,1_0_0,1.0,5667.824976922328,,,,5.0,0.0,NCI_RTECS,0.0,148.20499999999998,2.6225000000000014,17.07,0.0,1.0,2.0,1.0,0.3
122-39-4,Diphenylamine,N(C1=CC=CC=C1)C1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID4021975,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,169.227,3.430200000000002,12.03,1.0,1.0,2.0,2.0,0.0
122-40-7,alpha-Amylcinnamaldehyde,CCCCCC(C=O)=CC1=CC=CC=C1,8.0,False,0.0,False,0.0,1.0,False,0.0,4.0,False,0.0,,,4.0,2.25,0.0,8.0,1.57,1.0,10.0,25.07,0.0,3.0,13.13,1.0,1.425,3.075,3.1,3.8,-2.48,25.93958967,24.19961719,27.0,0.2,,,,,3.0,3.0,DTXSID8029157,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,202.297,3.8492000000000033,17.07,0.0,1.0,6.0,1.0,0.3571428571428571
122-43-0,"Benzeneacetic acid, butyl ester",CCCCOC(=O)CC1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID9059541,,,1.0,0.0,0.0,1.0,1_0_0,0.0,7802.016037954149,,,,5.0,0.0,NCI_RTECS,0.0,192.258,2.572400000000001,26.3,0.0,2.0,5.0,1.0,0.4166666666666667
122-48-5,4-(4-Hydroxy-3-methoxyphenyl)-2-butanone,COC1=CC(CCC(C)=O)=CC=C1O,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID8047420,,,1.0,0.0,0.0,1.0,1_0_0,0.0,7722.802859567432,,,,5.0,0.0,NCI_RTECS,0.0,194.23,1.9224,46.53,1.0,3.0,4.0,1.0,0.3636363636363636
122-51-0,Ethyl orthoformate,CCOC(OCC)OCC,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID8041957,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,148.202,1.3795,27.69,0.0,3.0,6.0,0.0,1.0
122-57-6,Methyl styryl ketone,CC(=O)C=CC1=CC=CC=C1,8.0,True,1.0,True,1.0,1.0,False,0.0,8.0,True,1.0,,,12.0,62.05,1.0,8.0,7.0,1.0,6.0,31.9,0.0,1.0,2.8,1.0,96.5,27.6,44.9,7.2,-1.72,34.59948079,35.29947028,7.0,1.2,,,,,2.0,2.5,DTXSID4025662,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,146.189,2.2888,17.07,0.0,1.0,2.0,1.0,0.1
122-59-8,Phenoxyacetic acid,OC(=O)COC1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,4000.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID9025873,,,1.0,0.0,0.0,1.0,1_0_0,1.0,9858.75687569008,,,,5.0,0.0,NCI_RTECS,0.0,152.149,1.15,46.53,1.0,2.0,3.0,1.0,0.125
122-60-1,Phenylglycidylether,C1C(O1)COC2=CC=CC=C2,,,,,,,,,,,,,,,,,,16.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,150.177,1.4641999999999995,21.76,0.0,2.0,3.0,1.0,0.3333333333333333
122-63-4,Benzyl propanoate,CCC(=O)OCC1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID4044791,,,1.0,0.0,0.0,1.0,1_0_0,0.0,9134.978440712028,,,,5.0,0.0,NCI_RTECS,0.0,164.204,2.1398,26.3,0.0,2.0,3.0,1.0,0.3
122-67-8,Isobutyl 3-phenylacrylate,CC(C)COC(=O)C=CC1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID2047646,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,204.269,2.899000000000002,26.3,0.0,2.0,4.0,1.0,0.3076923076923077
122-68-9,3-Phenylpropyl cinnamate,O=C(OCCCC1=CC=CC=C1)C=CC1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID9047411,,,1.0,0.0,0.0,1.0,1_0_0,0.0,5631.8990773151,,,,5.0,0.0,NCI_RTECS,0.0,266.34000000000003,3.8758000000000026,26.3,0.0,2.0,6.0,2.0,0.1666666666666666
122-69-0,3-Phenyl-2-propen-1-yl 3-phenylacrylate,O=C(OCC=CC1=CC=CC=C1)C=CC1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID7047647,,,1.0,0.0,0.0,1.0,1_0_0,0.0,5674.853582343246,,,,5.0,0.0,NCI_RTECS,0.0,264.324,3.956400000000003,26.3,0.0,2.0,5.0,2.0,0.0555555555555555
122-70-3,2-Phenylethyl propionate,CCC(=O)OCCC1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID6035156,,,1.0,0.0,0.0,1.0,1_0_0,0.0,8416.044355887798,,,,5.0,0.0,NCI_RTECS,0.0,178.23100000000002,2.1823,26.3,0.0,2.0,4.0,1.0,0.3636363636363636
122-72-5,3-Phenylpropyl acetate,CC(=O)OCCCC1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,4000.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID2047648,,,1.0,0.0,0.0,1.0,1_0_0,1.0,8416.044355887798,,,,5.0,0.0,NCI_RTECS,0.0,178.23100000000002,2.1823,26.3,0.0,2.0,4.0,1.0,0.3636363636363636
122-73-6,Benzyl 3-methylbutyl ether,CC(C)CCOCC1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID7047439,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,178.275,3.2493000000000025,9.23,0.0,1.0,5.0,1.0,0.5
122-74-7,"Benzenepropanol, 1-propanoate",CCC(=O)OCCCC1=CC=CC=C1,20.0,True,1.0,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,DTXSID80861757,,,1.0,0.0,0.0,1.0,1_0_0,0.0,7802.016037954149,,,,5.0,0.0,NCI_RTECS,0.0,192.25800000000004,2.572400000000001,26.3,0.0,2.0,5.0,1.0,0.4166666666666667
122-78-1,Phenylacetaldehyde,O=CCC1=CC=CC=C1,32.0,True,1.0,True,1.0,5.0,True,1.0,12.0,False,0.0,,,8.0,32.2875,1.0,5.0,11.29,1.0,47.0,18.5008695652174,0.0,3.0,7.0,1.0,39.3125,25.2625,44.8,99.5,-2.36,13.0,27.0,18.0,7.8,,,,,7.0,3.2857142857142856,DTXSID3021483,,,1.0,0.0,0.0,1.0,1_0_0,1.0,12484.29061224176,,,,5.0,0.0,NCI_RTECS,0.0,120.15099999999995,1.428,17.07,0.0,1.0,2.0,1.0,0.125
122-84-9,1-(4-Methoxyphenyl)-2-propanone,COC1=CC=C(CC(C)=O)C=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID9059545,,,1.0,0.0,0.0,1.0,1_0_0,0.0,9134.978440712028,,,,5.0,0.0,NCI_RTECS,0.0,164.204,1.8267,26.3,0.0,2.0,3.0,1.0,0.3
122-91-8,4-Methoxybenzyl formate,COC1=CC=C(COC=O)C=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID7047649,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,166.176,1.3682,35.53,0.0,3.0,4.0,1.0,0.2222222222222222
122-97-4,3-Phenyl-1-propanol,OCCCC1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,4.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,DTXSID6041638,,,1.0,0.0,0.0,1.0,1_0_0,0.0,11013.701041659864,,,,5.0,0.0,NCI_RTECS,0.0,136.194,1.6115,20.23,1.0,1.0,3.0,1.0,0.3333333333333333
122-99-6,2-Phenoxyethanol,OCCOC1=CC=CC=C1,16.0,True,0.0,False,0.0,,,,8.0,False,0.0,,,,18.4,1.0,5.0,1.09,1.0,4.0,1000.0,1.0,3.0,176.29,0.0,11.4,25.4,,,,,,200.0,,,,,,5.0,3.0,DTXSID9021976,,,1.0,0.0,0.0,1.0,1_0_0,1.0,31314.505770225525,,,,5.0,0.0,NCI_RTECS,0.0,138.16599999999997,1.0577,29.46,1.0,2.0,3.0,1.0,0.25
122008-85-9,Cyhalofop-butyl,CCCCOC(=O)[C@@H](C)OC1=CC=C(OC2=C(F)C=C(C=C2)C#N)C=C1,,,,,,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,3.333333333333333,,,,,DTXSID1034503,,,0.0,1.0,0.0,2.0,0_1_0,0.0,5000.0,5000.0,5000.0,2.0,5.0,1.0,,0.0,357.38100000000003,4.600280000000004,68.55000000000001,0.0,5.0,8.0,2.0,0.3
1222-05-5,"1,3,4,6,7,8-Hexahydro-4,6,6,7,8,8-hexamethylcyclopenta[g]-2-benzopyran",CC1C(C)(C)C2=CC3=C(C=C2C1(C)C)C(C)COC3,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID8027373,,,1.0,0.0,0.0,1.0,1_0_0,0.0,5804.841243429435,,,,5.0,0.0,NCI_RTECS,0.0,258.405,4.525200000000004,9.23,0.0,1.0,0.0,1.0,0.6666666666666666
12223-01-7,Disperse Blue 106,CCN(CCO)C1=CC(=C(C=C1)N=NC2=NC=C(S2)[N+](=O)[O-])C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0_0_0,0.0,,,,,,0.0,,,335.38900000000007,3.593720000000003,104.22,1.0,8.0,7.0,2.0,0.3571428571428571
122453-73-0,Chlorfenapyr,CCOCN1C(=C(C#N)C(Br)=C1C(F)(F)F)C1=CC=C(Cl)C=C1,,,,,,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,,,,DTXSID9032533,,,0.0,1.0,1.0,3.0,0_1_1,0.0,5000.0,5000.0,5000.0,1.0,5.0,1.0,,0.0,407.6170000000001,5.455480000000003,37.95,0.0,3.0,4.0,2.0,0.2666666666666666
122454-29-9,Tralopyril,FC(F)(F)C1=C(Br)C(C#N)=C(N1)C1=CC=C(Cl)C=C1,,,,,,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,3.5,,,,,DTXSID6041503,,,0.0,1.0,0.0,1.0,0_1_0,0.0,,,,,,0.0,,,349.53700000000003,4.988080000000002,39.58,1.0,1.0,1.0,2.0,0.0833333333333333
122548-33-8,Imazosulfuron,COC1=CC(OC)=NC(NC(=O)NS(=O)(=O)C2=C(Cl)N=C3C=CC=CN23)=N1,,,,,,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,3.5,,,,,DTXSID2057946,,,0.0,1.0,0.0,2.0,0_1_0,0.0,1453.435557357005,2000.0,5000.0,2.0,4.0,1.0,NCI_RTECS,0.0,412.81500000000005,1.3053,136.81,2.0,9.0,5.0,3.0,0.1428571428571428
122760-84-3,"Tricyclo[3.3.1.1.(3.7)]decan-2-ol, 4-methyl-8-methylene-",CC1C2CC3CC1C(C(C2)C3=C)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.191666666666668,,,,,DTXSID80869677,10.191666666666665,,0.0,1.0,0.0,1.0,0_1_0,0.0,,,,,,0.0,,,178.27499999999995,2.215500000000001,20.23,1.0,1.0,0.0,0.0,0.8333333333333334
122760-85-4,4-Methyl-8-methylideneadamantan-2-yl acetate,CC1C2CC3CC1C(OC(C)=O)C(C2)C3=C,,,,False,0.0,,,,27.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,17.332,,,9.0,4.0,DTXSID40924271,17.332,,1.0,1.0,0.0,2.0,1_1_0,0.0,,,,,,0.0,,,220.31199999999995,2.7863000000000016,26.3,0.0,2.0,1.0,0.0,0.7857142857142857
122836-35-5,Sulfentrazone,CC1=NN(C(=O)N1C(F)F)C1=CC(NS(C)(=O)=O)=C(Cl)C=C1Cl,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,,,,DTXSID6032645,,,0.0,1.0,1.0,3.0,0_1_1,0.0,5000.0,5000.0,5000.0,1.0,5.0,1.0,,0.0,387.19500000000016,2.41582,85.99000000000001,1.0,6.0,4.0,2.0,0.2727272727272727
122931-48-0,Rimsulfuron,CCS(=O)(=O)C1=CC=CN=C1S(=O)(=O)NC(=O)NC1=NC(OC)=CC(OC)=N1,,,,,,6.0,False,0.0,,,,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,,,,DTXSID1032642,,,1.0,1.0,1.0,4.0,1_1_1,0.0,1390.6529574136246,2000.0,5000.0,4.0,4.0,1.0,NCI_RTECS,0.0,431.4520000000002,0.1927999999999994,166.53999999999996,2.0,10.0,7.0,2.0,0.2857142857142857
12298-68-9,Gram's iodine,[K+].[I-].II,8.0,True,1.0,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID1047154,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,419.81,-4.2206,0.0,0.0,0.0,0.0,0.0,0.0
123-05-7,2-Ethylhexaldehyde,CCCCC(CC)C=O,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID9025291,,,1.0,0.0,0.0,1.0,1_0_0,0.0,9675.15500880136,,,,5.0,0.0,NCI_RTECS,0.0,128.21499999999995,2.401700000000001,17.07,0.0,1.0,5.0,0.0,0.875
123-08-0,4-Hydroxybenzaldehyde,C1=CC(=CC=C1C=O)O,,,,,,,,,,,,,,,,,,4000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,122.12299999999996,1.2046999999999997,37.3,1.0,2.0,1.0,1.0,0.0
123-11-5,4-Methoxybenzaldehyde,COC1=CC=C(C=O)C=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,4000.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID2026997,,,1.0,0.0,0.0,1.0,1_0_0,1.0,11017.260383211138,,,,5.0,0.0,NCI_RTECS,0.0,136.14999999999998,1.5076999999999998,26.3,0.0,2.0,2.0,1.0,0.125
123-25-1,Diethyl butanedioate,CCOC(=O)CCC(=O)OCC,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID2038732,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,174.19599999999997,0.8927999999999999,52.60000000000001,0.0,4.0,5.0,0.0,0.75
123-29-5,Ethyl nonanoate,CCCCCCCCC(=O)OCC,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID1047651,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,186.295,3.3001000000000023,26.3,0.0,2.0,8.0,0.0,0.9090909090909092
123-30-8,aminophenol,C1=CC(=CC=C1N)O,,,,,,,,,,,,,,,74.5,1.0,,2.7,1.0,,,,,,1.0,100.0,49.0,,,,,,6.0,,,,,,,,,,,1.0,0.0,0.0,1.0,1_0_0,1.0,27490.653172647555,,,,5.0,0.0,NCI_RTECS,0.0,109.128,0.9743999999999996,46.25,2.0,2.0,0.0,1.0,0.0
123-31-9,Hydroquinone,OC1=CC=C(O)C=C1,,,,,,13.0,False,0.0,,,,,,8.0,76.65,1.0,5.0,9.797,1.0,61.0,7.200720000000001,0.0,3.0,0.57,1.0,99.6,53.7,100.0,67.3,-1.616610503,,5.0,5.5,2.0,,,,,,,DTXSID7020716,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,110.11199999999998,1.0978,40.46,2.0,2.0,0.0,1.0,0.0
123-33-1,Maleic hydrazide,O=C1NNC(=O)C=C1,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,,,,DTXSID9020792,,,0.0,1.0,1.0,3.0,0_1_1,0.0,10705.873949665704,5000.0,5000.0,1.0,5.0,1.0,NCI_RTECS,0.0,112.08799999999998,-0.9368000000000004,65.72,2.0,2.0,0.0,1.0,0.0
123-35-3,Myrcene,CC(C)=CCCC(=C)C=C,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID6025692,,,1.0,0.0,0.0,1.0,1_0_0,0.0,11010.144016205966,,,,5.0,0.0,NCI_RTECS,0.0,136.238,3.4750000000000023,0.0,0.0,0.0,4.0,0.0,0.4
123-51-3,Isopentyl alcohol,CC(C)CCO,4.0,False,0.0,False,0.0,,,,,,,,,,,,,4000.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID3025469,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,88.14999999999999,1.0248,20.23,1.0,1.0,2.0,0.0,1.0
123-66-0,Ethyl hexanoate,CCCCCC(=O)OCC,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID3021980,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,144.21399999999997,2.1298000000000004,26.3,0.0,2.0,5.0,0.0,0.875
123-68-2,Allyl hexanoate,CCCCCC(=O)OCC=C,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID1047653,,,1.0,0.0,0.0,1.0,1_0_0,0.0,576.0921742436018,,,,3.0,0.0,NCI_RTECS,1.0,156.22499999999997,2.2959000000000005,26.3,0.0,2.0,6.0,0.0,0.6666666666666666
123-72-8,Butyraldehyde,CCCC=O,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID8021513,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,72.107,0.9854,17.07,0.0,1.0,2.0,0.0,0.75
123-75-1,Pyrrolidine,C1CCNC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,14.025,1.0,0.7,,,DTXSID3059559,,,0.0,1.0,1.0,2.0,0_1_1,0.0,,,,,,0.0,,,71.123,0.3697999999999999,12.03,1.0,1.0,0.0,0.0,1.0
123-76-2,4-Oxopentanoic acid,CC(=O)CCC(O)=O,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID8021648,,,1.0,0.0,0.0,1.0,1_0_0,0.0,12918.116377404393,,,,5.0,0.0,NCI_RTECS,0.0,116.116,0.4401999999999998,54.37,1.0,2.0,3.0,0.0,0.6
123-86-4,Butyl acetate,CCCCOC(C)=O,4.0,False,0.0,False,0.0,,,,3.0,False,0.0,,,,0.925,0.0,,,,,,,,,,0.39,1.46,,,,,,,,,,,,2.0,4.0,DTXSID3021982,,,1.0,0.0,0.0,1.0,1_0_0,1.0,45454.54540659607,,,,5.0,0.0,NCI_RTECS,0.0,116.15999999999998,1.3496,26.3,0.0,2.0,3.0,0.0,0.8333333333333334
123-92-2,3-Methylbutyl acetate,CC(C)CCOC(C)=O,4.0,False,0.0,False,0.0,,,,4.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,DTXSID9025453,,,1.0,0.0,0.0,1.0,1_0_0,0.0,11521.887745953429,,,,5.0,0.0,NCI_RTECS,0.0,130.18699999999998,1.5956,26.3,0.0,2.0,3.0,0.0,0.8571428571428571
123439-82-7,Tetraammineplatinum bicarbonate,C(=O)(O)O.C(=O)(O)O.N.N.N.N.[Pt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0_0_0,0.0,,,,,,0.0,,,387.25,1.0903000000000005,255.06,8.0,6.0,0.0,0.0,0.0
124-04-9,Adipic acid,C(CCC(=O)O)CC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0_0_0,0.0,,,,,,0.0,,,146.142,0.716,74.6,2.0,2.0,5.0,0.0,0.6666666666666666
124-06-1,Ethyl tetradecanoate,CCCCCCCCCCCCCC(=O)OCC,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID6047654,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,256.4299999999999,5.250600000000005,26.3,0.0,2.0,13.0,0.0,0.9375
124-07-2,Octanoic acid,CCCCCCCC(O)=O,4.0,False,0.0,False,0.0,,,,,,,,,8.0,1.0375,0.0,5.0,1.1,1.0,10.0,258.85,1.0,3.0,70.49,0.0,0.8125,1.2625000000000002,3.6,3.7,,158.6984594,356.0,200.0,19.8,1.0,35.59056603773585,1.0,25.323529411764707,1.0,3.0,DTXSID3021645,25.9372340425532,2.0,1.0,1.0,1.0,3.0,1_1_1,1.0,10401.209302284937,,,,5.0,0.0,NCI_RTECS,0.0,144.214,2.4315000000000007,37.3,1.0,1.0,6.0,0.0,0.875
124-09-4,"1,6-Hexanediamine",NCCCCCCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.7999999999999999,1.0,0.7999999999999999,,,DTXSID5024922,,,0.0,1.0,1.0,2.0,0_1_1,0.0,2865.551425233298,,,,5.0,0.0,NCI_RTECS,0.0,116.208,0.4642,52.04,2.0,2.0,5.0,0.0,1.0
124-12-9,Octanenitrile,CCCCCCCC#N,,,,,,,,,,,,,,1.0,1.55,0.0,1.0,4000.0,0.0,,,,1.0,876.505,1.0,0.0,3.1,,,,,429.5286932,,,,,,,,,DTXSID1047655,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,125.215,2.870480000000001,23.79,0.0,1.0,5.0,0.0,0.875
124-13-0,Octanal,CCCCCCCC=O,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID3021643,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,128.215,2.5458000000000007,17.07,0.0,1.0,6.0,0.0,0.875
124-17-4,Diethylene glycol monobutyl ether acetate,CCCCOCCOCCOC(=O)C,,,,,,,,,,,,,,,1.005,0.0,,,,,,,,,,0.49,1.52,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1_0_0,1.0,21295.761421765063,,,,5.0,0.0,NCI_RTECS,0.0,204.266,1.3828,44.760000000000005,0.0,4.0,9.0,0.0,0.9
124-19-6,Nonanal,CCCCCCCCC=O,4.0,False,0.0,False,0.0,,,,,,,,,,13.64,1.0,,,,,,,,,,24.6,2.68,,,,,,,,,,,,1.0,3.0,DTXSID9021639,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,142.242,2.935900000000001,17.07,0.0,1.0,7.0,0.0,0.8888888888888888
